*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_615187B37F5970F6	abctrea02_3	Tryker 弓式步枪图样 - 高级品质							高级品质 Tryker 弓式步枪的制造图样。
_1D3067A2824A7C05	abctrea03_3	Tryker 投射器图样 - 高级品质							高级品质 Tryker 投射器的制造图样。
_3DB448CE6D19E9ED	abctrea06_3	Tryker 步枪图样 - 高级品质							高级品质 Tryker 步枪的制造图样。
_0ED95FB448CC67D7	abczrea05_3	Zoraï 弓手枪图样 - 高级品质							高级品质 Zoraï 弓手枪的制造图样。
_01E3B58AD5EC9082	abczrea04_3	Zoraï 手枪图样 - 高级品质							高级品质 Zoraï 手枪的制造图样。
_BA55100D9BEE2416	abczrea01_3	Zoraï 连发投射器图样 - 高级品质							高级品质 Zoraï 连发投射器的制造图样。
_2C1D2528754A8128	abczrea02_3	Zoraï 弓式步枪图样 - 高级品质							高级品质 Zoraï 弓式步枪的制造图样。
_308EF92970A9AD13	abczrea03_3	Zoraï 投射器图样 - 高级品质							高级品质 Zoraï 投射器的制造图样。
_739A587CAAAEBC2B	abczrea06_3	Zoraï 步枪图样 - 高级品质							高级品质 Zoraï 步枪的制造图样。
_61352A6F926D65D7	abcfsea02_fsb_2	Fyros 小圆盾图样 - 中级品质							中级品质 Fyros 小圆盾的制造图样。
_6E085B1D635C51B7	abcfsea05_fss_2	Fyros 盾牌图样 - 中级品质							中级品质 Fyros 盾牌的制造图样。
_23A512710BFD05DE	abcmsea02_msb_2	Matis 小圆盾图样 - 中级品质							中级品质 Matis 小圆盾的制造图样。
_F278431F5D6C599F	abcmsea05_mss_2	Matis 盾牌图样 - 中级品质							中级品质 Matis 盾牌的制造图样。
_61EE1FC0C9000874	abctsea02_tsb_2	Tryker 小圆盾图样 - 中级品质							中级品质 Tryker 小圆盾的制造图样。
_F8307F56119EB9D9	abctsea05_tss_2	Tryker 盾牌图样 - 中级品质							中级品质 Tryker 盾牌的制造图样。
_663DF2EB8CAE3DEB	abczsea02_zsb_2	Zoraï 小圆盾图样 - 中级品质							中级品质 Zoraï 小圆盾的制造图样。
_7810231DFFBD51AD	abczsea05_zss_2	Zoraï 盾牌图样 - 中级品质							中级品质 Zoraï 盾牌的制造图样。
_81EC393C90A7D948	abcfsea03_fsb_3	Fyros 小圆盾图样 - 高级品质							高级品质 Fyros 小圆盾的制造图样。
_DF02F5266983B9BD	abcfsea06_fss_3	Fyros 盾牌图样 - 高级品质							高级品质 Fyros 盾牌的制造图样。
_C27CD9430FC7794F	abcmsea03_msb_3	Matis 小圆盾图样 - 高级品质							高级品质 Matis 小圆盾的制造图样。
_A112FD0EAAA359C4	abcmsea06_mss_3	Matis 盾牌图样 - 高级品质							高级品质 Matis 盾牌的制造图样。
_59CF4FAC0E83BB72	abctsea03_tsb_3	Tryker 小圆盾图样 - 高级品质							高级品质 Tryker 小圆盾的制造图样。
_3DAB5E36D083FE50	abctsea06_tss_3	Tryker 盾牌图样 - 高级品质							高级品质 Tryker 盾牌的制造图样。
_032D11CC0DA7B1D8	abczsea03_zsb_3	Zoraï 小圆盾图样 - 高级品质							高级品质 Zoraï 小圆盾的制造图样。
_0363F598EB8391D1	abczsea06_zss_3	Zoraï 盾牌图样 - 高级品质							高级品质 Zoraï 盾牌的制造图样。
_DF586858C8C01F76	ABMFEPA01	基础提取							
_DFE86858C8C01F76	ABFFEPA01	基础提取							
_DFB86858C8C01F76	ABCFEPA01	基础提取							
_8C8B94806E52A7CB	absm_balance_hp_01	平衡 HP 1							将小队的生命值总量按比例分配给各成员（损失 50%）。
_8C8B98806E52A3CB	absm_balance_hp_02	平衡 HP 2							将小队的生命值总量按比例分配给各成员（损失 30%）。
_8C8B9C806EA29FCB	absm_balance_hp_03	平衡 HP 3							将小队的生命值总量按比例分配给各成员（损失 15%）。
_904F6FD94B15881F	absm_balance_hp_04	平衡 HP 4							将小队的生命值总量按比例分配给各成员（无损失）。
_AAF2E4691BEBC9B8	absf_berserk_01	狂暴 1							提升你可造成的伤害，但会随时间流失生命值。
_AAF2E8691BFBC9B8	absf_berserk_02	狂暴 2							提升你可造成的伤害，但会随时间流失生命值。
_AAF2EC691B0BC9B8	absf_berserk_03	狂暴 3							提升你可造成的伤害，但会随时间流失生命值。
_AAF2F0691B1BC9B8	absf_berserk_04	狂暴 4							提升你可造成的伤害，但会随时间流失生命值。
_AAF2F4691B2BC9B8	absf_berserk_05	狂暴 5							提升你可造成的伤害，但会随时间流失生命值。
_AAF2F8691B3BC9B8	absf_berserk_06	狂暴 6							提升你可造成的伤害，但会随时间流失生命值。
_AAF2FC691B4BC9B8	absf_berserk_07	狂暴 7							提升你可造成的伤害，但会随时间流失生命值。
_AAF200691B5BC9B8	absf_berserk_08	狂暴 8							提升你可造成的伤害，但会随时间流失生命值。
_563D4505956EF722	absf_war_cry_01	战吼 1							提升你与附近队友能造成的伤害。
_563D4505D57EF722	absf_war_cry_02	战吼 2							提升你与附近队友能造成的伤害。
_563D4505158EF722	absf_war_cry_03	战吼 3							提升你与附近队友能造成的伤害。
_563D4505569EF722	absf_war_cry_04	战吼 4							提升你与附近队友能造成的伤害。
_563D450596AEF722	absf_war_cry_05	战吼 5							提升你与附近队友能造成的伤害。
_BF9134EA841F0324	abfcf01	武器损耗点数 1							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA843F0324	abfcf02	武器损耗点数 2							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA845F0324	abfcf03	武器损耗点数 3							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA847F0324	abfcf04	武器损耗点数 4							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA849F0324	abfcf05	武器损耗点数 5							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA84BF0324	abfcf06	武器损耗点数 6							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA84DF0324	abfcf07	武器损耗点数 7							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA84FF0324	abfcf08	武器损耗点数 8							赋予一个使你装备的武器更快磨损的战斗点数节。
_BF9134EA841F0324	abfcf09	武器损耗点数 9							赋予一个使你装备的武器更快磨损的战斗点数节。
_58E9B7B819683946	abfcf10	武器损耗点数 10							赋予一个使你装备的武器更快磨损的战斗点数节。
_58E9B7B859783946	abfcf11	武器损耗点数 11							赋予一个使你装备的武器更快磨损的战斗点数节。
_D782C57C5C1F8633	abfob02	佯攻选项							赋予一个佯攻选项节和一个'佯攻后打击'战斗点数节。
_0689B917D9262EFD	abfcg02	佯攻后打击点数 2							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9462EFD	abfcg03	佯攻后打击点数 3							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9662EFD	abfcg04	佯攻后打击点数 4							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9862EFD	abfcg05	佯攻后打击点数 5							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9A62EFD	abfcg06	佯攻后打击点数 6							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9C62EFD	abfcg07	佯攻后打击点数 7							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9E62EFD	abfcg08	佯攻后打击点数 8							赋予一个'佯攻后打击'战斗点数节。
_0689B917D9062EFD	abfcg09	佯攻后打击点数 9							赋予一个'佯攻后打击'战斗点数节。
_D1868168AE1ACD47	abfmg01	无视护甲 1							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE2ACD48	abfmg02	无视护甲 2							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE3ACD49	abfmg03	无视护甲 3							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE4ACD4A	abfmg04	无视护甲 4							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE5ACD4B	abfmg05	无视护甲 5							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE6ACD4C	abfmg06	无视护甲 6							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE7ACD4D	abfmg07	无视护甲 7							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE8ACD4E	abfmg08	无视护甲 8							让你造成的伤害如同敌人未穿护甲一般。
_D1868168AE9ACD4F	abfmg09	无视护甲 9							让你造成的伤害如同敌人未穿护甲一般。
_149BD03AC25A314E	abfmg10	无视护甲 10							让你造成的伤害如同敌人未穿护甲一般。
_149BD03AC26A354E	abfmg11	无视护甲 11							让你造成的伤害如同敌人未穿护甲一般。
_639FA88D3CE850E9	abfmh01	迟缓攻击 1							减缓敌人的攻击。
_639FA88D3CF850EA	abfmh02	迟缓攻击 2							减缓敌人的攻击。
_639FA88D3C0850EB	abfmh03	迟缓攻击 3							减缓敌人的攻击。
_639FA88D3C1850EC	abfmh04	迟缓攻击 4							减缓敌人的攻击。
_639FA88D3C2850ED	abfmh05	迟缓攻击 5							减缓敌人的攻击。
_639FA88D3C3850EE	abfmh06	迟缓攻击 6							减缓敌人的攻击。
_639FA88D3C4850EF	abfmh07	迟缓攻击 7							减缓敌人的攻击。
_639FA88D3C5850F0	abfmh08	迟缓攻击 8							减缓敌人的攻击。
_639FA88D3C6850F1	abfmh09	迟缓攻击 9							减缓敌人的攻击。
_716D4A712A4CC79C	abfmh10	迟缓攻击 10							减缓敌人的攻击。
_716D4A712A5CCB9C	abfmh11	迟缓攻击 11							减缓敌人的攻击。
_05B2AEECF16CD739	absx_heal_hp_01	自我治疗生命 1							为施法者恢复生命值。
_05B2AEECF18CD739	absx_heal_hp_02	自我治疗生命 2							为施法者恢复生命值。
_05B2AEECF1ACD739	absx_heal_hp_03	自我治疗生命 3							为施法者恢复生命值。
_05B2AEECF1CCD739	absx_heal_hp_04	自我治疗生命 4							为施法者恢复生命值。
_05B2AEECF1ECD739	absx_heal_hp_05	自我治疗生命 5							为施法者恢复生命值。
_05B2AEECF10CD739	absx_heal_hp_06	自我治疗生命 6							为施法者恢复生命值。
_05B2AEECF12CD739	absx_heal_hp_07	自我治疗生命 7							为施法者恢复生命值。
_05B2AEECF14CD739	absx_heal_hp_08	自我治疗生命 8							为施法者恢复生命值。
_05B2AEECF16CD739	absx_heal_hp_09	自我治疗生命 9							为施法者恢复生命值。
_C8E25602C315B919	absx_heal_hp_10	自我治疗生命 10							为施法者恢复生命值。
_C8E256020325B919	absx_heal_hp_11	自我治疗生命 11							为施法者恢复生命值。
_C8E256024335B919	absx_heal_hp_12	自我治疗生命 12							为施法者恢复生命值。
_C8E256028345B919	absx_heal_hp_13	自我治疗生命 13							为施法者恢复生命值。
_C8E25602C455B919	absx_heal_hp_14	自我治疗生命 14							为施法者恢复生命值。
_C8E256020465B919	absx_heal_hp_15	自我治疗生命 15							为施法者恢复生命值。
_C8E256024475B919	absx_heal_hp_16	自我治疗生命 16							为施法者恢复生命值。
_C8E256028485B919	absx_heal_hp_17	自我治疗生命 17							为施法者恢复生命值。
_C8E25602C595B919	absx_heal_hp_18	自我治疗生命 18							为施法者恢复生命值。
_C8E2560205A5B919	absx_heal_hp_19	自我治疗生命 19							为施法者恢复生命值。
_C8E25602C325BD19	absx_heal_hp_20	自我治疗生命 20							为施法者恢复生命值。
_C8E256020335BD19	absx_heal_hp_21	自我治疗生命 21							为施法者恢复生命值。
_C8E256024345BD19	absx_heal_hp_22	自我治疗生命 22							为施法者恢复生命值。
_C8E256028355BD19	absx_heal_hp_23	自我治疗生命 23							为施法者恢复生命值。
_C8E25602C465BD19	absx_heal_hp_24	自我治疗生命 24							为施法者恢复生命值。
_C8E256020475BD19	absx_heal_hp_25	自我治疗生命 25							为施法者恢复生命值。
_C8E256024485BD19	absx_heal_hp_26	自我治疗生命 26							为施法者恢复生命值。
_B481DB5FADF8347E	absf_heal_stamina_01	自我治疗耐力 1							为施法者恢复耐力。
_F481DB5FAD08347E	absf_heal_stamina_02	自我治疗耐力 2							为施法者恢复耐力。
_3481DB5FAD18347E	absf_heal_stamina_03	自我治疗耐力 3							为施法者恢复耐力。
_7581DB5FAD28347E	absf_heal_stamina_04	自我治疗耐力 4							为施法者恢复耐力。
_B581DB5FAD38347E	absf_heal_stamina_05	自我治疗耐力 5							为施法者恢复耐力。
_F581DB5FAD48347E	absf_heal_stamina_06	自我治疗耐力 6							为施法者恢复耐力。
_3581DB5FAD58347E	absf_heal_stamina_07	自我治疗耐力 7							为施法者恢复耐力。
_7681DB5FAD68347E	absf_heal_stamina_08	自我治疗耐力 8							为施法者恢复耐力。
_B681DB5FAD78347E	absf_heal_stamina_09	自我治疗耐力 9							为施法者恢复耐力。
_4C851FC8B52D69E8	absf_heal_stamina_10	自我治疗耐力 10							为施法者恢复耐力。
_8C851FC8F52D69E8	absf_heal_stamina_11	自我治疗耐力 11							为施法者恢复耐力。
_CC851FC8352D69E8	absf_heal_stamina_12	自我治疗耐力 12							为施法者恢复耐力。
_0C851FC8752D69E8	absf_heal_stamina_13	自我治疗耐力 13							为施法者恢复耐力。
_4D851FC8B62D69E8	absf_heal_stamina_14	自我治疗耐力 14							为施法者恢复耐力。
_8D851FC8F62D69E8	absf_heal_stamina_15	自我治疗耐力 15							为施法者恢复耐力。
_CD851FC8362D69E8	absf_heal_stamina_16	自我治疗耐力 16							为施法者恢复耐力。
_0D851FC8762D69E8	absf_heal_stamina_17	自我治疗耐力 17							为施法者恢复耐力。
_4E851FC8B72D69E8	absf_heal_stamina_18	自我治疗耐力 18							为施法者恢复耐力。
_8E851FC8F72D69E8	absf_heal_stamina_19	自我治疗耐力 19							为施法者恢复耐力。
_4C951FC8B53D69E8	absf_heal_stamina_20	自我治疗耐力 20							为施法者恢复耐力。
_8C951FC8F53D69E8	absf_heal_stamina_21	自我治疗耐力 21							为施法者恢复耐力。
_CC951FC8353D69E8	absf_heal_stamina_22	自我治疗耐力 22							为施法者恢复耐力。
_0C951FC8753D69E8	absf_heal_stamina_23	自我治疗耐力 23							为施法者恢复耐力。
_4D951FC8B63D69E8	absf_heal_stamina_24	自我治疗耐力 24							为施法者恢复耐力。
_8D951FC8F63D69E8	absf_heal_stamina_25	自我治疗耐力 25							为施法者恢复耐力。
_CD951FC8363D69E8	absf_heal_stamina_26	自我治疗耐力 26							为施法者恢复耐力。
_91C1163E78B6467A	absm_heal_sap_01	自我治疗树液 1							为施法者恢复树液。
_91C1163EB8C6467A	absm_heal_sap_02	自我治疗树液 2							为施法者恢复树液。
_91C1163EF8D6467A	absm_heal_sap_03	自我治疗树液 3							为施法者恢复树液。
_91C1163E39E6467A	absm_heal_sap_04	自我治疗树液 4							为施法者恢复树液。
_91C1163E79F6467A	absm_heal_sap_05	自我治疗树液 5							为施法者恢复树液。
_91C1163EB906467A	absm_heal_sap_06	自我治疗树液 6							为施法者恢复树液。
_91C1163EF916467A	absm_heal_sap_07	自我治疗树液 7							为施法者恢复树液。
_91C1163E3A26467A	absm_heal_sap_08	自我治疗树液 8							为施法者恢复树液。
_91C1163E7A36467A	absm_heal_sap_09	自我治疗树液 9							为施法者恢复树液。
_0F66E98799FB301C	absm_heal_sap_10	自我治疗树液 10							为施法者恢复树液。
_0F66E98719FB301C	absm_heal_sap_11	自我治疗树液 11							为施法者恢复树液。
_0F66E98799FB301C	absm_heal_sap_12	自我治疗树液 12							为施法者恢复树液。
_0F66E98719FB301C	absm_heal_sap_13	自我治疗树液 13							为施法者恢复树液。
_0F66E9879BFB301C	absm_heal_sap_14	自我治疗树液 14							为施法者恢复树液。
_0F66E9871BFB301C	absm_heal_sap_15	自我治疗树液 15							为施法者恢复树液。
_0F66E9879BFB301C	absm_heal_sap_16	自我治疗树液 16							为施法者恢复树液。
_0F66E9871BFB301C	absm_heal_sap_17	自我治疗树液 17							为施法者恢复树液。
_0F66E9879DFB301C	absm_heal_sap_18	自我治疗树液 18							为施法者恢复树液。
_0F66E9871DFB301C	absm_heal_sap_19	自我治疗树液 19							为施法者恢复树液。
_0F66E987991B301C	absm_heal_sap_20	自我治疗树液 20							为施法者恢复树液。
_0F66E987191B301C	absm_heal_sap_21	自我治疗树液 21							为施法者恢复树液。
_0F66E987991B301C	absm_heal_sap_22	自我治疗树液 22							为施法者恢复树液。
_0F66E987191B301C	absm_heal_sap_23	自我治疗树液 23							为施法者恢复树液。
_0F66E9879B1B301C	absm_heal_sap_24	自我治疗树液 24							为施法者恢复树液。
_0F66E9871B1B301C	absm_heal_sap_25	自我治疗树液 25							为施法者恢复树液。
_0F66E9879B1B301C	absm_heal_sap_26	自我治疗树液 26							为施法者恢复树液。
_7AD033B317C90718	absg_heal_focus_01	自我治疗专注 1							为施法者恢复专注。
_7AE037B317C90718	absg_heal_focus_02	自我治疗专注 2							为施法者恢复专注。
_7AF03BB317C90718	absg_heal_focus_03	自我治疗专注 3							为施法者恢复专注。
_7A003FB317C90718	absg_heal_focus_04	自我治疗专注 4							为施法者恢复专注。
_7A1043B317C90718	absg_heal_focus_05	自我治疗专注 5							为施法者恢复专注。
_7A2047B317C90718	absg_heal_focus_06	自我治疗专注 6							为施法者恢复专注。
_7A304BB317C90718	absg_heal_focus_07	自我治疗专注 7							为施法者恢复专注。
_7A404FB317C90718	absg_heal_focus_08	自我治疗专注 8							为施法者恢复专注。
_7A5053B317C90718	absg_heal_focus_09	自我治疗专注 9							为施法者恢复专注。
_B64A4AC1B8C36213	absg_heal_focus_10	自我治疗专注 10							为施法者恢复专注。
_F64A4EC1B8C36213	absg_heal_focus_11	自我治疗专注 11							为施法者恢复专注。
_364A52C1B8C36213	absg_heal_focus_12	自我治疗专注 12							为施法者恢复专注。
_764A56C1B8C36213	absg_heal_focus_13	自我治疗专注 13							为施法者恢复专注。
_B74A5AC1B8C36213	absg_heal_focus_14	自我治疗专注 14							为施法者恢复专注。
_F74A5EC1B8C36213	absg_heal_focus_15	自我治疗专注 15							为施法者恢复专注。
_374A62C1B8C36213	absg_heal_focus_16	自我治疗专注 16							为施法者恢复专注。
_774A66C1B8C36213	absg_heal_focus_17	自我治疗专注 17							为施法者恢复专注。
_B84A6AC1B8C36213	absg_heal_focus_18	自我治疗专注 18							为施法者恢复专注。
_F84A6EC1B8C36213	absg_heal_focus_19	自我治疗专注 19							为施法者恢复专注。
_B65A4AC2B8C36213	absg_heal_focus_20	自我治疗专注 20							为施法者恢复专注。
_F65A4EC2B8C36213	absg_heal_focus_21	自我治疗专注 21							为施法者恢复专注。
_365A52C2B8C36213	absg_heal_focus_22	自我治疗专注 22							为施法者恢复专注。
_765A56C2B8C36213	absg_heal_focus_23	自我治疗专注 23							为施法者恢复专注。
_B75A5AC2B8C36213	absg_heal_focus_24	自我治疗专注 24							为施法者恢复专注。
_F75A5EC2B8C36213	absg_heal_focus_25	自我治疗专注 25							为施法者恢复专注。
_375A62C2B8C36213	absg_heal_focus_26	自我治疗专注 26							为施法者恢复专注。
_036EA5079960AC3A	abc_magic_start	魔法启动							开始发展魔法技能的动作。
_039EA5079960AC3A	abf_magic_start	魔法启动							开始发展魔法技能的动作。
_810A2AD08AC4EF19	abhf_magic_start	魔法启动							开始发展魔法技能的动作。
_2E081A2B957E2FEA	abm_vampirism_00065	汲血效果 1							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB8222B957E2FEB	abm_vampirism_00080	汲血效果 2							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB8022C957E2FEC	abm_vampirism_00100	汲血效果 3							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB80A2C957E2FED	abm_vampirism_00120	汲血效果 4							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB8122C957E2FEE	abm_vampirism_00140	汲血效果 5							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB81A2C957E2FEF	abm_vampirism_00160	汲血效果 6							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB8222C957E2FF0	abm_vampirism_00180	汲血效果 7							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2EB8022D957E2FF1	abm_vampirism_00200	汲血效果 8							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_2E080A2D957E2FF2	abm_vampirism_00225	汲血效果 9							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_E8F7C8C200E4E8A8	abm_vampirism_00250	汲血效果 10							赋予一个让你从敌人身上窃取生命值的魔法选项节。
_89C27D6A87D7380F	abcfmea34_fm2ms	Fyros 魔法增幅器图样 - 初级品质							Fyros 魔法增幅器的制造图样。
_7A8736FB99418EFC	abcfmea35_fm2ms_2	Fyros 魔法增幅器图样 - 中级品质							中级品质 Fyros 魔法增幅器的制造图样。
_11D1EA0CC33401C4	abcfmea36_fm2ms_3	Fyros 魔法增幅器图样 - 高级品质							高级品质 Fyros 魔法增幅器的制造图样。
_2EA96279AE229B42	abcmmea35_mm2ms	Matis 魔法增幅器图样 - 初级品质							Matis 魔法增幅器的制造图样。
_EFD6B2F04E628BE5	abcmmea36_mm2ms_2	Matis 魔法增幅器图样 - 中级品质							中级品质 Matis 魔法增幅器的制造图样。
_F581D153F7517F7F	abcmmea37_mm2ms_3	Matis 魔法增幅器图样 - 高级品质							高级品质 Matis 魔法增幅器的制造图样。
_BD70B1AC2A895D28	abctmea34_tm2ms	Tryker 魔法增幅器图样 - 初级品质							Tryker 魔法增幅器的制造图样。
_71F6D26981F532CE	abctmea35_tm2ms_2	Tryker 魔法增幅器图样 - 中级品质							中级品质 Tryker 魔法增幅器的制造图样。
_EC97C207C2951886	abctmea36_tm2ms_3	Tryker 魔法增幅器图样 - 高级品质							高级品质 Tryker 魔法增幅器的制造图样。
_1E9091D43823DCED	abczmea34_zm2ms	Zoraï 魔法增幅器图样 - 初级品质							Zoraï 魔法增幅器的制造图样。
_AF22705642D76C45	abczmea35_zm2ms_2	Zoraï 魔法增幅器图样 - 中级品质							中级品质 Zoraï 魔法增幅器的制造图样。
_6B63DA8B698C0E66	abczmea36_zm2ms_3	Zoraï 魔法增幅器图样 - 高级品质							高级品质 Zoraï 魔法增幅器的制造图样。
_FB8866518BC965BF	abmtcfme00020	树液充能升级							赋予一个让你为所装备武器补充树液的节。
_BC8866518BC965BF	abmtcfme00050	树液充能升级							赋予一个让你为所装备武器补充树液的节。
_7B9866518BC965BF	abmtcfme00100	树液充能升级							赋予一个让你为所装备武器补充树液的节。
_BC9866518BC965BF	abmtcfme00150	树液充能升级							赋予一个让你为所装备武器补充树液的节。
_7BA866518BC965BF	abmtcfme00200	树液充能升级							赋予一个让你为所装备武器补充树液的节。
_BCA866518BC965BF	abmtcfme00250	树液充能升级							赋予一个让你为所装备武器补充树液的节。
_74A51A814B4B4FC6	abmdalmf00030	恐惧升级							赋予一个用于制造恐惧法术的节。
_B5A51A814B4B4FC6	abmdalmf00040	恐惧升级							赋予一个用于制造恐惧法术的节。
_F5A51A814B4B4FC6	abmdalmf00050	恐惧升级							赋予一个用于制造恐惧法术的节。
_35A51A814B4B4FCB	abmdalmf00065	恐惧升级							赋予一个用于制造恐惧法术的节。
_B6A51A814B4B4FC6	abmdalmf00080	恐惧升级							赋予一个用于制造恐惧法术的节。
_B4B51A814B4B4FC6	abmdalmf00100	恐惧升级							赋予一个用于制造恐惧法术的节。
_34B51A814B4B4FC6	abmdalmf00120	恐惧升级							赋予一个用于制造恐惧法术的节。
_B5B51A814B4B4FC6	abmdalmf00140	恐惧升级							赋予一个用于制造恐惧法术的节。
_35B51A814B4B4FC6	abmdalmf00160	恐惧升级							赋予一个用于制造恐惧法术的节。
_B6B51A814B4B4FC6	abmdalmf00180	恐惧升级							赋予一个用于制造恐惧法术的节。
_B4C51A814B4B4FC6	abmdalmf00200	恐惧升级							赋予一个用于制造恐惧法术的节。
_34C51A814B4B4FCB	abmdalmf00225	恐惧升级							赋予一个用于制造恐惧法术的节。
_F5C51A814B4B4FC6	abmdalmf00250	恐惧升级							赋予一个用于制造恐惧法术的节。
_B6B2FC6CB86DE37E	abmdalmm00030	催眠升级							赋予一个用于制造催眠法术的节。
_F7B2FC6CB86DE37E	abmdalmm00040	催眠升级							赋予一个用于制造催眠法术的节。
_37B2FC6CB86DE37E	abmdalmm00050	催眠升级							赋予一个用于制造催眠法术的节。
_77B2FC6CB86DE383	abmdalmm00065	催眠升级							赋予一个用于制造催眠法术的节。
_F8B2FC6CB86DE37E	abmdalmm00080	催眠升级							赋予一个用于制造催眠法术的节。
_F6C2FC6CB86DE37E	abmdalmm00100	催眠升级							赋予一个用于制造催眠法术的节。
_76C2FC6CB86DE37E	abmdalmm00120	催眠升级							赋予一个用于制造催眠法术的节。
_F7C2FC6CB86DE37E	abmdalmm00140	催眠升级							赋予一个用于制造催眠法术的节。
_77C2FC6CB86DE37E	abmdalmm00160	催眠升级							赋予一个用于制造催眠法术的节。
_F8C2FC6CB86DE37E	abmdalmm00180	催眠升级							赋予一个用于制造催眠法术的节。
_F6D2FC6CB86DE37E	abmdalmm00200	催眠升级							赋予一个用于制造催眠法术的节。
_76D2FC6CB86DE383	abmdalmm00225	催眠升级							赋予一个用于制造催眠法术的节。
_37D2FC6CB86DE37E	abmdalmm00250	催眠升级							赋予一个用于制造催眠法术的节。
_74A50A91570D83C6	abmdalms00030	眩晕升级							赋予一个用于制造眩晕法术的节。
_B5A50A91570D83C6	abmdalms00040	眩晕升级							赋予一个用于制造眩晕法术的节。
_F5A50A91570D83C6	abmdalms00050	眩晕升级							赋予一个用于制造眩晕法术的节。
_35A50A91570D83CB	abmdalms00065	眩晕升级							赋予一个用于制造眩晕法术的节。
_B6A50A91570D83C6	abmdalms00080	眩晕升级							赋予一个用于制造眩晕法术的节。
_B4B50A91570D83C6	abmdalms00100	眩晕升级							赋予一个用于制造眩晕法术的节。
_34B50A91570D83C6	abmdalms00120	眩晕升级							赋予一个用于制造眩晕法术的节。
_B5B50A91570D83C6	abmdalms00140	眩晕升级							赋予一个用于制造眩晕法术的节。
_35B50A91570D83C6	abmdalms00160	眩晕升级							赋予一个用于制造眩晕法术的节。
_B6B50A91570D83C6	abmdalms00180	眩晕升级							赋予一个用于制造眩晕法术的节。
_B4C50A91570D83C6	abmdalms00200	眩晕升级							赋予一个用于制造眩晕法术的节。
_34C50A91570D83CB	abmdalms00225	眩晕升级							赋予一个用于制造眩晕法术的节。
_F5C50A91570D83C6	abmdalms00250	眩晕升级							赋予一个用于制造眩晕法术的节。
_F4A5027BCE6B77CD	abmdhtmp00010	治疗升级							赋予一个用于制造治疗法术的节。
_F4A5027BCE6B77D2	abmdhtmp00015	治疗升级							赋予一个用于制造治疗法术的节。
_34A5027BCE6B77CD	abmdhtmp00020	治疗升级							赋予一个用于制造治疗法术的节。
_34A5027BCE6B77D2	abmdhtmp00025	治疗升级							赋予一个用于制造治疗法术的节。
_74A5027BCE6B77CD	abmdhtmp00030	治疗升级							赋予一个用于制造治疗法术的节。
_B5A5027BCE6B77CD	abmdhtmp00040	治疗升级							赋予一个用于制造治疗法术的节。
_F5A5027BCE6B77CD	abmdhtmp00050	治疗升级							赋予一个用于制造治疗法术的节。
_35A5027BCE6B77D2	abmdhtmp00065	治疗升级							赋予一个用于制造治疗法术的节。
_B6A5027BCE6B77CD	abmdhtmp00080	治疗升级							赋予一个用于制造治疗法术的节。
_B4B5027BCE6B77CD	abmdhtmp00100	治疗升级							赋予一个用于制造治疗法术的节。
_34B5027BCE6B77CD	abmdhtmp00120	治疗升级							赋予一个用于制造治疗法术的节。
_B5B5027BCE6B77CD	abmdhtmp00140	治疗升级							赋予一个用于制造治疗法术的节。
_35B5027BCE6B77CD	abmdhtmp00160	治疗升级							赋予一个用于制造治疗法术的节。
_B6B5027BCE6B77CD	abmdhtmp00180	治疗升级							赋予一个用于制造治疗法术的节。
_B4C5027BCE6B77CD	abmdhtmp00200	治疗升级							赋予一个用于制造治疗法术的节。
_34C5027BCE6B77D2	abmdhtmp00225	治疗升级							赋予一个用于制造治疗法术的节。
