*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_31136B66F1D2E612	mp_karavan_ep2_choice_250	Ressource du Maître Karavanier	une	la	Ressources du Maître Karavanier	des	les	
_B0D1E9B0340AD61B	mp_karavan_ep2_excellent_50	高级 卡拉维纳商队学徒资源			高级 卡拉维纳商队学徒资源			
_A94757E98B1524D8	mp_karavan_ep2_excellent_100	Ressource Majeure du Karavanier Confirmé	une	la	Ressources Majeure du Karavanier Confirmé	des	les	
_0BC32505BB1F502F	mp_karavan_ep2_excellent_150	Ressource Majeure de l'Initié Karavanier	une	la	Ressources Majeure de l'Initié Karavanier	des	les	
_CC141990FDD7902A	mp_karavan_ep2_excellent_200	高级 卡拉维纳商队专家资源			高级 卡拉维纳商队专家资源			
_4A8888E8FBA49B57	mp_karavan_ep2_excellent_250	Ressource Majeure du Maître Karavanier	une	la	Ressources Majeure du Maître Karavanier	des	les	
_0C7D823B769D1769	ikaracp_ep2_1	卡拉维纳商队长袍			卡拉维纳商队长袍			
_0C7D823B769D176A	ikaracp_ep2_2	卡拉维纳商队长袍			卡拉维纳商队长袍			
_0C7D823B769D176B	ikaracp_ep2_3	卡拉维纳商队长袍			卡拉维纳商队长袍			
_B0C635D557B12EF9	ikamacp_ep2_1	Kamiste 长袍			Kamiste 长袍			
_B0C635D557B12EFA	ikamacp_ep2_2	Kamiste 长袍			Kamiste 长袍			
_B0C635D557B12EFB	ikamacp_ep2_3	Kamiste 长袍			Kamiste 长袍			
_8B7BA7F379203325	ickamss_ep2_1	Kamiste 盾			Kamiste 盾			
_8B7BA7F379203326	ickamss_ep2_2	Kamiste 盾			Kamiste 盾			
_8B7BA7F379203327	ickamss_ep2_3	Kamiste 盾			Kamiste 盾			
_A625A435D1E22B4C	ickarss_ep2_1	卡拉维纳商队盾			卡拉维纳商队盾			
_A625A435D1E22B4D	ickarss_ep2_2	卡拉维纳商队盾			卡拉维纳商队盾			
_A625A435D1E22B4E	ickarss_ep2_3	卡拉维纳商队盾			卡拉维纳商队盾			
_486B8F105E0B543E	itforagekam_ep2_1	Kamiste 镐			Kamiste 镐			
_486B8F115E0B543E	itforagekam_ep2_2	Kamiste 镐			Kamiste 镐			
_486B8F125E0B543E	itforagekam_ep2_3	Kamiste 镐			Kamiste 镐			
_5FE2906F3CAED478	itforagekar_ep2_1	卡拉维纳商队镐			卡拉维纳商队镐			
_5FE290703CAED478	itforagekar_ep2_2	卡拉维纳商队镐			卡拉维纳商队镐			
_5FE290713CAED478	itforagekar_ep2_3	卡拉维纳商队镐			卡拉维纳商队镐			
_3407F40DF2F658CC	icfahb_leader01	Dexton 靴子			Dexton 靴子			
_841CCF3E6143CB5B	icfahp_leader01	Dexton 裤子			Dexton 裤子			
_14AFEB231EB2AAA7	icfahs_leader01	Dexton 护臂			Dexton 护臂			
_2EBC623623188E53	icfahv_leader01	Dexton 背心			Dexton 背心			
_AF77942FE32A2588	icmahb_leader01	靴子 d'Yrkanis			靴子 d'Yrkanis			
_9002BB052182574A	icmahp_leader01	裤子 d'Yrkanis			裤子 d'Yrkanis			
_1391E813AD6EA68A	icmahs_leader01	护臂 d'Yrkanis			护臂 d'Yrkanis			
_1C0C625EAB945A86	icmahv_leader01	背心 d'Yrkanis			背心 d'Yrkanis			
_E8568D2E70E93680	ictamb_leader01	Still Wyler 靴子			Still Wyler 靴子			
_CCB57967D3102089	ictamp_leader01	Still Wyler 裤子			Still Wyler 裤子			
_E2117B9A37D9388B	ictams_leader01	Still Wyler 护臂			Still Wyler 护臂			
_15FAD4706BB74E19	ictamv_leader01	Still Wyler 背心			Still Wyler 背心			
_FA54A01A254281EA	iczacb_leader01	Mabreka 靴子			Mabreka 靴子			
_C7EC13FB6EA376C5	iczacp_leader01	Mabreka 长袍			Mabreka 长袍			
_88B077E76A308A52	iczacs_leader01	Mabreka 护臂			Mabreka 护臂			
_F1AF242166D57D76	iczacv_leader01	Mabreka 背心			Mabreka 背心			
_5EF8BEE5BBF1D311	fy_weapon_leader_dexton	Épée Longue de Dexton	une	la	Épées Longue de Dexton	des	les	
_120D3D7CCBE593D5	ma_weapon_leader_yrkanis	Yrkanis 长矛			Yrkanis 长矛			
_F139B14ECE8B4E73	tr_weapon_leader_still_wyler	Still Wyler 长矛			Still Wyler 长矛			
_67666051CB3B70C5	zo_weapon_leader_mabreka	Mabreka 狼牙棒			Mabreka 狼牙棒			
_82EF8C138F8B7B35	fy_leader_01	Dexton 发型			Dexton 发型			
_7E0D5C762BC3A329	ma_leader_01	Yrkanis 发型			Yrkanis 发型			
_1AF10491FF318806	tr_leader_01	Still Wyler 发型			Still Wyler 发型			
_C07FC8F7A1DA1FBA	zo_leader_01	Mabreka 发型			Mabreka 发型			
_5B9D31D5996D12D1	icfja_2	中质 Fyros 踝环			中质 Fyros 踝环			
_459769A179415487	icfjb_2	中质 Fyros 手镯			中质 Fyros 手镯			
_A0587AA3EE12F010	icfjd_2	Diadème Fyros de Qlt Moyenne	un	le	Diadèmes Fyros de Qlt Moyenne	des	les	
_DBE258B127D095BE	icfje_2	中质 d'Oreille 耳环			中质 d'Oreille 耳环			
_BA3E98912A2EB5BA	icfjp_2	中质 Fyros 吊坠			中质 Fyros 吊坠			
_ECFBFFC18CA2F346	icfjr_2	中质 Fyros 戒指			中质 Fyros 戒指			
_557D19D793DDFAD3	icmja_2	中质 Matis 踝环			中质 Matis 踝环			
_BE9709A879413C89	icmjb_2	中质 Matis 手镯			中质 Matis 手镯			
_1F882292B012F010	icmjd_2	Diadème Matis de Qlt Moyenne	un	le	Diadèmes Matis de Qlt Moyenne	des	les	
_1C72F8B827709DA6	icmje_2	中质 d'Oreille 耳环			中质 d'Oreille 耳环			
_3B2DB491A94E55BB	icmjp_2	中质 Matis 吊坠			中质 Matis 吊坠			
_EC6BFFB58EA02B46	icmjr_2	中质 Matis 戒指			中质 Matis 戒指			
_DB471BCD1CDA650E	ictja_2	中质 Tryker 踝环			中质 Tryker 踝环			
_C064A4310FD4542B	ictjb_2	中质 Tryker 手镯			中质 Tryker 手镯			
_D4DF06FF0F41345D	ictjd_2	Diadème Tryker de Qlt Moyenne	un	le	Diadèmes Trykers de Qlt Moyenne	des	les	
_FFA4EEE306DC16D2	ictje_2	中质 d'Oreille 耳环			中质 d'Oreille 耳环			
_723B4A3E56694683	ictjp_2	中质 Tryker 吊坠			中质 Tryker 吊坠			
_54773AD3DB70C334	ictjr_2	中质 Tryker 戒指			中质 Tryker 戒指			
_213BFD2D057ACA5D	iczja_2	Anneau de Cheville Zoraï de Qlt Moyenne	un	l'	Anneaux de Cheville Zoraïs de Qlt Moyenne	des	les	
_2E1E3141C25D205B	iczjb_2	Bracelet Zoraï de Qlt Moyenne	un	le	Bracelets Zoraïs de Qlt Moyenne	des	les	
_7C3F310DF1CB84E1	iczjd_2	Diadème Zoraï de Qlt Moyenne	un	le	Diadèmes Zoraïs de Qlt Moyenne	des	les	
_75E35FEA9BFFF6E8	iczje_2	Boucle d'Oreille Zoraï de Qlt Moyenne	une	la	Boucles d'Oreille Zoraïs de Qlt Moyenne	des	les	
_B8977C62E7B45E20	iczjp_2	Pendentif Zoraï de Qlt Moyenne	un	le	Pendentifs Zoraïs de Qlt Moyenne	des	les	
_D08F38A6A1DC1442	iczjr_2	Bague Zoraï de Qlt Moyenne	une	la	Bagues Zoraïs de Qlt Moyenne	des	les	
_19DF8E385A5F1242	icfja_3	高质 Fyros 踝环			高质 Fyros 踝环			
_F2691DF084E36B38	icfjb_3	高质 Fyros 手镯			高质 Fyros 手镯			
_611527A72A25F03B	icfjd_3	Diadème Fyros de Qlt Haute	un	le	Diadèmes Fyros de Qlt Haute	des	les	
_E6956604E3559844	icfje_3	高质 d'Oreille 耳环			高质 d'Oreille 耳环			
_6BA120CA00AB40DF	icfjp_3	高质 Fyros 吊坠			高质 Fyros 吊坠			
_72EF8454C13E77DD	icfjr_3	高质 Fyros 戒指			高质 Fyros 戒指			
_13BF8E38D97F9A4B	icmja_3	高质 Matis 踝环			高质 Matis 踝环			
_F0195DFE84E36B38	icmjb_3	高质 Matis 手镯			高质 Matis 手镯			
_61251791E695F03B	icmjd_3	Diadème Matis de Qlt Haute	un	le	Diadèmes Matis de Qlt Haute	des	les	
_E6A4220BE355983E	icmje_3	高质 d'Oreille 耳环			高质 d'Oreille 耳环			
_E6003CCA00AB28DB	icmjp_3	高质 Matis 吊坠			高质 Matis 吊坠			
_345F844E425D9BC5	icmjr_3	高质 Matis 戒指			高质 Matis 戒指			
_C8DB0795C17AF717	ictja_3	高质 Tryker 踝环			高质 Tryker 踝环			
_21C0AD6F356178A2	ictjb_3	高质 Tryker 手镯			高质 Tryker 手镯			
_CD0F98F815232F7F	ictjd_3	Diadème Tryker de Qlt Haute	un	le	Diadèmes Trykers de Qlt Haute	des	les	
_031770665F7A4D5B	ictje_3	高质 d'Oreille 耳环			高质 d'Oreille 耳环			
_F6317DB407205C4E	ictjp_3	高质 Tryker 吊坠			高质 Tryker 吊坠			
_65C40DC0FB994136	ictjr_3	高质 Tryker 戒指			高质 Tryker 戒指			
_CEFB56FA9585290F	iczja_3	Anneau de Cheville Zoraï de Qlt Haute	un	l'	Anneaux de Cheville Zoraïs de Qlt Haute	des	les	
_AA0944D1BC7D3376	iczjb_3	Bracelet Zoraï de Qlt Haute	un	le	Bracelets Zoraïs de Qlt Haute	des	les	
_0BA1CB83240164E5	iczjd_3	Diadème Zoraï de Qlt Haute	un	le	Diadèmes Zoraïs de Qlt Haute	des	les	
_DC1374F54E79A3A9	iczje_3	Boucle d'Oreille Zoraï de Qlt Haute	une	la	Boucles d'Oreille Zoraïs de Qlt Haute	des	les	
_601DE4748BD6D6B7	iczjp_3	Pendentif Zoraï de Qlt Haute	un	le	Pendentifs Zoraïs de Qlt Haute	des	les	
_E4FE1D78722C5FB1	iczjr_3	Bague Zoraï de Qlt Haute	une	la	Bagues Zoraïs de Qlt Haute	des	les	
_69994A87D3E9AFE6	icokamm1bm_1	Tekorn-Duk 锤			Tekorn-Duk 锤			
_AC1AB4788D87CCCB	icokamm1bs_1	Bâton Tekorn-Duk	un	le	Bâtons Tekorn-Duk	des	les	
_669902955428AFDF	icokamm1pd_1	匕首 Tekorn-Duk			匕首 Tekorn-Duk			
_28995E95CF98AFD5	icokamm1ps_1	矛 Tekorn-Duk			矛 Tekorn-Duk			
_6599069811E8AFD6	icokamm1sa_1	斧 Tekorn-Duk			斧 Tekorn-Duk			
_6CF393D8ECBC320C	icokamm1ss_1	Épée Tekorn-Duk	une	l'	Épées Tekorn-Duk	des	les	
_32C76F5274877DA9	icokamm2bm_1	Masse à 2M Tekorn-Duk	une	la	Masses à 2M Tekorn-Duk	des	les	
_04BC21A37476F0AE	icokamm2ms_1	增幅器 魔法 Maga-Duk			增幅器 魔法 Maga-Duk			
_E919629594C9CFEB	icokamm2pp_1	Tekorn-Duk 长矛			Tekorn-Duk 长矛			
_32C71353B2367DA4	icokamm2sa_1	Hache à 2M Tekorn-Duk	une	la	Haches à 2M Tekorn-Duk	des	les	
_D468620A871360D0	icokamm2ss_1	Épée à 2M Tekorn-Duk	une	l'	Épées à 2M Tekorn-Duk	des	les	
_A006541C5CAAA1FC	icokamr1b_1	Pistolet-Arbalète Tekorn-Duk	un	le	Pistolets-Arbalète Tekorn-Duk	des	les	
_5686286DEC6DD7CF	icokamr1p_1	手枪 Tekorn-Duk			手枪 Tekorn-Duk			
_D40531AE9C5E9456	icokamr2a_1	Tekorn-Duk 机枪			Tekorn-Duk 机枪			
_DF15400BFD88B150	icokamr2b_1	Fusil-Arbalète Tekorn-Duk	un	le	Fusils-Arbalète Tekorn-Duk	des	les	
_DD941429F8C135BE	icokamr2l_1	Tekorn-Duk 榴弹发射器			Tekorn-Duk 榴弹发射器			
_73094F83B6955AB8	icokamr2r_1	枪 Tekorn-Duk			枪 Tekorn-Duk			
_6AA573DA46F724C6	icokamtammo_1	Outil de création de munitions Armilo-Duk	un	l'	Outils de création de munitions Armilo-Duk	des	les	
_3CDA102BD423AF2F	icokamtarmor_1	Outil de création d'armures Armilo-Duk	un	l'	Outils de création d'armures Armilo-Duk	des	les	
_F927251819F17E69	icokamtjewel_1	Outil de création de bijoux Armilo-Duk	un	l'	Outils de création de bijoux Armilo-Duk	des	les	
_3816C182AB59C853	icokamtmwea_1	Outil de création d'armes de mêlée Armilo-Duk	un	l'	Outils de création d'armes de mêlée Armilo-Duk	des	les	
_9B034C529B2FC2F6	icokamtrwea_1	Outil de création d'armes de tir Armilo-Duk	un	l'	Outils de création d'armes de tir Armilo-Duk	des	les	
_0C2B4DDFC80B450D	icokamtforage_1	Greslin-Duk 采矿镐			Greslin-Duk 采矿镐			
_28494A8991F873D0	icokamm1bm_2	Vedice-Duk 锤			Vedice-Duk 锤			
_28DA9878CB96B4BB	icokamm1bs_2	Bâton Vedice-Duk	un	le	Bâtons Vedice-Duk	des	les	
_25490297123773C9	icokamm1pd_2	匕首 Vedice-Duk			匕首 Vedice-Duk			
_E7495E978DA773BF	icokamm1ps_2	矛 Vedice-Duk			矛 Vedice-Duk			
_2449069ACFF773C0	icokamm1sa_2	斧 Vedice-Duk			斧 Vedice-Duk			
_A90283D1EC4CF606	icokamm1ss_2	Épée Vedice-Duk	une	l'	Épées Vedice-Duk	des	les	
_AE875352B2966599	icokamm2bm_2	Masse à 2M Vedice-Duk	une	la	Masses à 2M Vedice-Duk	des	les	
_5490ED6E56951A0D	icokamm2ms_2	增幅器 魔法 Cheng-Duk			增幅器 魔法 Cheng-Duk			
_A8C9629752D893D5	icokamm2pp_2	Vedice-Duk 长矛			Vedice-Duk 长矛			
_AE87F753F0456594	icokamm2sa_2	Hache à 2M Vedice-Duk	une	la	Haches à 2M Vedice-Duk	des	les	
_51074A0587333CC1	icokamm2ss_2	Épée à 2M Vedice-Duk	une	l'	Épées à 2M Vedice-Duk	des	les	
_5E95000F9BCAA9FC	icokamr1b_2	Pistolet-Arbalète Vedice-Duk	un	le	Pistolets-Arbalète Vedice-Duk	des	les	
_5696E04FEA8DD7D3	icokamr1p_2	手枪 Vedice-Duk			手枪 Vedice-Duk			
_5315F5AADB5E7847	icokamr2a_2	Vedice-Duk 机枪			Vedice-Duk 机枪			
_5ED5400DBB97753A	icokamr2b_2	Fusil-Arbalète Vedice-Duk	un	le	Fusils-Arbalète Vedice-Duk	des	les	
_5C54142BB6D0F9A8	icokamr2l_2	Vedice-Duk 榴弹发射器			Vedice-Duk 榴弹发射器			
_70283F7CB6251EB2	icokamr2r_2	枪 Vedice-Duk			枪 Vedice-Duk			
_F7F76812F3FE5FC1	icokamtammo_2	Outil de création de munitions Rubbarn-Duk	un	l'	Outils de création de munitions Rubbarn-Duk	des	les	
_BF19DC342049BF53	icokamtarmor_2	Outil de création d'armures Rubbarn-Duk	un	l'	Outils de création d'armures Rubbarn-Duk	des	les	
_3E34D12862048C54	icokamtjewel_2	Outil de création de bijoux Rubbarn-Duk	un	l'	Outils de création de bijoux Rubbarn-Duk	des	les	
_66A16498C5521E46	icokamtmwea_2	Outil de création d'armes de mêlée Rubbarn-Duk	un	l'	Outils de création d'armes de mêlée Rubbarn-Duk	des	les	
_1F907A18C7E1835B	icokamtrwea_2	Outil de création d'armes de tir Rubbarn-Duk	un	l'	Outils de création d'armes de tir Rubbarn-Duk	des	les	
_08ED1DC04963A90E	icokamtforage_2	Egiros-Duk 采矿镐			Egiros-Duk 采矿镐			
_2A986E7754E9C3E6	icokarm1bm_1	Tekorn-Jen 锤			Tekorn-Jen 锤			
_6D19CC7B89E7E0CB	icokarm1bs_1	Bâton Tekorn-Jen	un	le	Bâtons Tekorn-Jen	des	les	
_27982685D528C3DF	icokarm1pd_1	匕首 Tekorn-Jen			匕首 Tekorn-Jen			
_E99882855098C3D5	icokarm1ps_1	矛 Tekorn-Jen			矛 Tekorn-Jen			
_26982A8892E8C3D6	icokarm1sa_1	斧 Tekorn-Jen			斧 Tekorn-Jen			
_6C2353DEADBB5E0C	icokarm1ss_1	Épée Tekorn-Jen	une	l'	Épées Tekorn-Jen	des	les	
_F3C6875570E791A9	icokarm2bm_1	Masse à 2M Tekorn-Jen	une	la	Masses à 2M Tekorn-Jen	des	les	
_85BC2D93F576109E	icokarm2ms_1	增幅器 魔法 Maga-Jen			增幅器 魔法 Maga-Jen			
_AA18868515C9E3EB	icokarm2pp_1	Tekorn-Jen 长矛			Tekorn-Jen 长矛			
_F3C62B56AE9691A4	icokarm2sa_1	Hache à 2M Tekorn-Jen	une	la	Haches à 2M Tekorn-Jen	des	les	
_D4686EFAC9128CD0	icokarm2ss_1	Épée à 2M Tekorn-Jen	une	l'	Épées à 2M Tekorn-Jen	des	les	
_A006541C1DD98D02	icokarr1b_1	Pistolet-Arbalète Tekorn-Jen	un	le	Pistolets-Arbalète Tekorn-Jen	des	les	
_5886286DEC6D03AF	icokarr1p_1	手枪 Tekorn-Jen			手枪 Tekorn-Jen			
_D4053D9E1D8E685C	icokarr2a_1	Tekorn-Jen 机枪			Tekorn-Jen 机枪			
_A01464FB7E88C550	icokarr2b_1	Fusil-Arbalète Tekorn-Jen	un	le	Fusils-Arbalète Tekorn-Jen	des	les	
_9E93381979C149BE	icokarr2l_1	Tekorn-Jen 榴弹发射器			Tekorn-Jen 榴弹发射器			
_73390F89779486B8	icokarr2r_1	枪 Tekorn-Jen			枪 Tekorn-Jen			
_ACA48BDA46F744B6	icokartammo_1	Outil de création de munitions Armilo-Jen	un	l'	Outils de création de munitions Armilo-Jen	des	les	
_FDD9282BD4538335	icokartarmor_1	Outil de création d'armures Armilo-Jen	un	l'	Outils de création d'armures Armilo-Jen	des	les	
_BA263D181921526F	icokartjewel_1	Outil de création de bijoux Armilo-Jen	un	l'	Outils de création de bijoux Armilo-Jen	des	les	
_F915E5722C59DC53	icokartmwea_1	Outil de création d'armes de mêlée Armilo-Jen	un	l'	Outils de création d'armes de mêlée Armilo-Jen	des	les	
_9B034C521D2D06F6	icokartrwea_1	Outil de création d'armes de tir Armilo-Jen	un	l'	Outils de création d'armes de tir Armilo-Jen	des	les	
_08BB0DE5C80B5910	icokartforage_1	Greslin-Jen 采矿镐			Greslin-Jen 采矿镐			
_E9486E7912F887D0	icokarm1bm_2	Vedice-Jen 锤			Vedice-Jen 锤			
_E9D9B07BC7F6C8BB	icokarm1bs_2	Bâton Vedice-Jen	un	le	Bâtons Vedice-Jen	des	les	
_E6482687933787C9	icokarm1pd_2	匕首 Vedice-Jen			匕首 Vedice-Jen			
_A84882870EA787BF	icokarm1ps_2	矛 Vedice-Jen			矛 Vedice-Jen			
_E5482A8A50F787C0	icokarm1sa_2	斧 Vedice-Jen			斧 Vedice-Jen			
_A93243D7AD4B2206	icokarm1ss_2	Épée Vedice-Jen	une	l'	Épées Vedice-Jen	des	les	
_6F866B55AEF67999	icokarm2bm_2	Masse à 2M Vedice-Jen	une	la	Masses à 2M Vedice-Jen	des	les	
_54C0AD741794460D	icokarm2ms_2	增幅器 魔法 Cheng-Jen			增幅器 魔法 Cheng-Jen			
_69C88687D3D8A7D5	icokarm2pp_2	Vedice-Jen 长矛			Vedice-Jen 长矛			
_6F860F56ECA57994	icokarm2sa_2	Hache à 2M Vedice-Jen	une	la	Haches à 2M Vedice-Jen	des	les	
_510756F5C93268C1	icokarm2ss_2	Épée à 2M Vedice-Jen	une	l'	Épées à 2M Vedice-Jen	des	les	
_5E95000F5CF99502	icokarr1b_2	Pistolet-Arbalète Vedice-Jen	un	le	Pistolets-Arbalète Vedice-Jen	des	les	
_5896E04FEA8D03B3	icokarr1p_2	手枪 Vedice-Jen			手枪 Vedice-Jen			
_5315019A5C8E4C4D	icokarr2a_2	Vedice-Jen 机枪			Vedice-Jen 机枪			
_1FD464FD3C97893A	icokarr2b_2	Fusil-Arbalète Vedice-Jen	un	le	Fusils-Arbalète Vedice-Jen	des	les	
_1D53381B37D00DA8	icokarr2l_2	Vedice-Jen 榴弹发射器			Vedice-Jen 榴弹发射器			
_7058FF8277244AB2	icokarr2r_2	枪 Vedice-Jen			枪 Vedice-Jen			
_78F76812F32E3FB7	icokartammo_2	Outil de création de munitions Rubbarn-Jen	un	l'	Outils de création de munitions Rubbarn-Jen	des	les	
_BB79DC371CA9D356	icokartarmor_2	Outil de création d'armures Rubbarn-Jen	un	l'	Outils de création d'armures Rubbarn-Jen	des	les	
_3A94D12B5E64A057	icokartjewel_2	Outil de création de bijoux Rubbarn-Jen	un	l'	Outils de création de bijoux Rubbarn-Jen	des	les	
_E7D1249EC5523E36	icokartmwea_2	Outil de création d'armes de mêlée Rubbarn-Jen	un	l'	Outils de création d'armes de mêlée Rubbarn-Jen	des	les	
_1F90860B4441975B	icokartrwea_2	Outil de création d'armes de tir Rubbarn-Jen	un	l'	Outils de création d'armes de tir Rubbarn-Jen	des	les	
_081DE9B6CA63BD0E	icokartforage_2	Egiros-Jen 采矿镐			Egiros-Jen 采矿镐			
_0B10D2FD9A628226	ipoc_con	体质之花			体质之花			
_C84C34B9177BAB03	ipoc_int	花 d'Intelligence			花 d'Intelligence			
_4A604786A580A843	ipoc_str	力量之花			力量之花			
_6EDCF9BCF9608001	ipoc_dex	Fleur de Dextérité 	une	la	Fleurs de Dextérité 	des	les	
_4377DC8A263C91DC	ipoc_met	Fleur de Métabolisme 	une	la	Fleurs de Métabolisme 	des	les	
_B71C830BB923DA9A	ipoc_wis	智慧之花			智慧之花			
_79EE9177525A35F4	ipoc_bal	Fleur d'Équilibre 	une	la	Fleurs d'Équilibre 	des	les	
_7B4CC70E197BCA9F	ipoc_wil	Fleur de Volonté 	une	la	Fleurs de Volonté 	des	les	
_C3317655D5EC4945	ipoc_hp	生命之花			生命之花			
_157C700C25EE6035	ipoc_sap	Fleur de Sève 	une	la	Fleurs de Sève 	des	les	
_38EDCF0B34438E98	ipoc_sta	耐力之花			耐力之花			
_3E8D7D5D1BFBF626	ipoc_foc	专注之花			专注之花			
_1EA446B7FC1BF987	ipop_aci	黄色杏仁			黄色杏仁			
_20C1F04E790A2260	ipop_col	海蓝杏仁			海蓝杏仁			
_1EB526C8BDDB3D87	ipop_rot	棕色杏仁			棕色杏仁			
_A1A44AD3808A0D0D	ipop_fir	红色杏仁			红色杏仁			
_4BA0B60B17BC21F9	ipop_sho	蔚蓝杏仁			蔚蓝杏仁			
_5D456ABBFFDB358D	ipop_poi	绿色杏仁			绿色杏仁			
_50DE5EC815F2E676	ipop_elc	绛紫杏仁			绛紫杏仁			
_B6B085F2810FF9A9	ipor_des	Noix 红			Noix 红			
_B6B085FFC4DFE9AD	ipor_for	Noix 绿			Noix 绿			
_B6B08500FF9ECD99	ipor_lak	Noix 蓝色			Noix 蓝色			
_E506F27247EEF0D1	ipor_jun	Noix 绛紫			Noix 绛紫			
_B6B085F9C111F599	ipor_pri	Noix 棕			Noix 棕			
_D6FAB5B73BA43B99	ipoi_inv	间谍之孢子			间谍之孢子			
_CC05C2E33D915C5E	ipoi_fy	Fyr 孢子			Fyr 孢子			
_DEA1D6B8D332C858	ipoi_ma	Matia 孢子			Matia 孢子			
_3B2EC38584C53DA4	ipoi_tr	Trykoth 孢子			Trykoth 孢子			
_5D51EAB656E33050	ipoi_zo	Zoran 孢子			Zoran 孢子			
_0B41D2FD9A628226	iprc_con	体质之花			体质之花			
_C87D34B9177BAB03	iprc_int	花 d'Intelligence			花 d'Intelligence			
_4A914786A580A843	iprc_str	力量之花			力量之花			
_6E0DF9BCF9608001	iprc_dex	Fleur de Dextérité 	une	la	Fleurs de Dextérité 	des	les	
_43A8DC8A263C91DC	iprc_met	Fleur de Métabolisme 	une	la	Fleurs de Métabolisme 	des	les	
_B74D830BB923DA9A	iprc_wis	智慧之花			智慧之花			
_791F9177525A35F4	iprc_bal	Fleur d'Équilibre 	une	la	Fleurs d'Équilibre 	des	les	
_7B7DC70E197BCA9F	iprc_wil	Fleur de Volonté 	une	la	Fleurs de Volonté 	des	les	
_1ED546B7FC1BF987	iprp_aci	黄色杏仁			黄色杏仁			
_20F2F04E790A2260	iprp_col	海蓝杏仁			海蓝杏仁			
_1EE626C8BDDB3D87	iprp_rot	棕色杏仁			棕色杏仁			
_A1D54AD3808A0D0D	iprp_fir	红色杏仁			红色杏仁			
_4BD1B60B17BC21F9	iprp_sho	蔚蓝杏仁			蔚蓝杏仁			
_5D766ABBFFDB358D	iprp_poi	绿色杏仁			绿色杏仁			
_500F5EC815F2E676	iprp_elc	绛紫杏仁			绛紫杏仁			
_5B292ABC166202FC	ittool	Matériel de création d'outils	du	le	Matériel de création d'outils	du	le	
_781F3B23F1FC6874	citizenship_bothaya_fire	Bothaya 之火			Bothaya 之火			
_B9C78A8D626506B3	citizenship_cold_pearl	Perle de Loyauté éteinte	une	la	Perles de Loyaut© éteintes	des	les	
_F15F24A3BD5F184D	citizenship_sac_veilleur	守夜人袋子			守夜人袋子			
_E6C148CDA2CDC3C4	citizenship_shining_pearl	Perle de Loyauté brillante	une	la	Perles de Loyauté brillantes	des	les	
_463D0A257112CBA1	citizenship_stolen_offerings	Offrandes Dérobées	des	les	Offrandes Dérobées	des	les	
_AB32E9B854AB4DB8	citizenship_rotoa_flower	Bravichi rotoa 之花			Bravichi rotoa 之花			
_44858B7D29BDEAB2	citizenship_lacustre_beer	Bière Lacustre d'Avendale	une	la	Bières Lacustres d'Avendale	des	les	
_EBA3C52802631EF8	citizenship_purified_sap	Sève Purifiée	de la	la	Sèves Purifiées	des	les	
_63D22082FD4E2717	citizenship_stolen_ressources	Ressources Kami Pillées	des	les	Ressources Kami Pillées	des	les	
_2A0CF33B55BF0A2F	ipk_minor_warrior	低级战士药水			低级战士药水			
_2A8CB33B557FEA2F	ipk_major_warrior	高级战士药水			高级战士药水			
_6D47445A828895E3	ipk_minor_mage	低级法师药水			低级法师药水			
_6CC7445A81C875E3	ipk_major_mage	高级法师药水			高级法师药水			
_4D4D69F58483E145	ipk_minor_artisan	药水 mineure d'Artisan			药水 mineure d'Artisan			
_4D0D49F18243C145	ipk_major_artisan	药水 majeure d'Artisan			药水 majeure d'Artisan			
_C37C1F3DABFC5448	ipk_minor_power	低级威力药水			低级威力药水			
_C37C0F31A9BC3448	ipk_major_power	高级威力药水			高级威力药水			
_C22CC4C5B5CC61B5	ipk_minor_reju	Potion mineure de Régénération	une	la	Potions mineures de Régénération	des	les	
_C1ACC4C5B40C41B5	ipk_major_reju	Potion majeure de Régénération	une	la	Potions majeures de Régénération	des	les	
_96381D4CAE803C2E	ipk_minor_life	低级生命药水			低级生命药水			
_96F8FD4CADC01C2E	ipk_major_life	高级生命药水			高级生命药水			
_363B81A0E743D027	ipk_minor_strength	低级力量药水			低级力量药水			
_35BB819CE503B027	ipk_major_strength	高级力量药水			高级力量药水			
_1055D22AED3E7576	ipk_minor_intel	药水 mineure d'Intelligence			药水 mineure d'Intelligence			
_0FD5D226EBFE5576	ipk_major_intel	药水 majeure d'Intelligence			药水 majeure d'Intelligence			
_43B5AD04B9AEF52F	ipk_minor_dext	Potion mineure de Dextérité	une	la	Potions mineures de Dextérité	des	les	
_43B5AD00B6EED52F	ipk_major_dext	Potion majeure de Dextérité	une	la	Potions majeures de Dextérité	des	les	
_90803A412AE94991	ipk_almati_artisan	Almati 战士药水			Almati 战士药水			
_9DDD01BB14051679	ipk_almati_mage	Almati 法师药水			Almati 法师药水			
_04BD8EFD532D089D	ipk_almati_warrior	Almati 工匠药水			Almati 工匠药水			
_A3294A0EE698BC68	newbie_diadem	diadème princier	un	le				
_2CFA505EABE7886E	newbie_plans	匪帮图纸			匪帮图纸			
_41CAE926E58577C0	nbland_goo_device	胶质采集器			胶质采集器			
_AAB11529EB563BBE	nbland_flasque	Mixture 疗效			Mixture 疗效			
