*HASH_VALUE	outpost ID	name	description
_4BC273A133DAC766	driller_thefount_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_A32A8B358DC7AA5A	driller_thefount_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_FC6B7AB95A8C9D9C	driller_thefount_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_FC6B7AB95A8CB19C	driller_thefount_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_EFA6F3B754115695	driller_thefount_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_303FBC0C716702CA	driller_thefount_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_303FBC0C716716CA	driller_thefount_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_7A84E34828194DEE	driller_thefount_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_F60B7731F45CC49F	driller_thesavagedunes_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F60B7736F45CC49F	driller_thesavagedunes_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F60B7731345CC49F	driller_thesavagedunes_kami_u1_200a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_661517B9953C8E52	driller_thesavagedunes_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_BEB1D6E3A8D4C9D8	driller_thesavagedunes_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品
_661517B9D53C8E52	driller_thesavagedunes_kami_u2_200a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_ECDFDBFCE2A8FAD4	driller_thesavagedunes_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_ECDFDB01E2A8FAD4	driller_thesavagedunes_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_ECDFDBFC22A8FAD4	driller_thesavagedunes_kami_u3_200a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_0167BA4D6C76EE65	driller_thesavagedunes_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0167BA526C76EE65	driller_thesavagedunes_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0167BA4DAC76EE65	driller_thesavagedunes_kami_u4_200a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_50E0C6839FC75603	driller_thesavagedunes_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_91E0C6839FC75603	driller_thesavagedunes_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_50F0C6839FC75603	driller_thesavagedunes_karavan_u1_200a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_B149BBF5CA23966A	driller_thesavagedunes_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_FCCEA2442C3A3EDA	driller_thesavagedunes_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品
_B159BBF5CA23966A	driller_thesavagedunes_karavan_u2_200a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_419DD7902A95E956	driller_thesavagedunes_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_829DD7902A95E956	driller_thesavagedunes_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_41ADD7902A95E956	driller_thesavagedunes_karavan_u3_200a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_977F0ACD50CA6B13	driller_thesavagedunes_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_D87F0ACD50CA6B13	driller_thesavagedunes_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_978F0ACD50CA6B13	driller_thesavagedunes_karavan_u4_200a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_E4F657F56AA9F67D	driller_thevoid_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_24F657F56AA9F67D	driller_thevoid_kami_u1_150b.outpost_building	钻木机供品	制造原材料 + 消耗品 
_E4F643F66AA9F67D	driller_thevoid_kami_u1_200a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_24F643F66AA9F67D	driller_thevoid_kami_u1_200b.outpost_building	钻木机供品	制造原材料 + 消耗品 
_E4F657F66AA9F67D	driller_thevoid_kami_u1_250a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_24F657F66AA9F67D	driller_thevoid_kami_u1_250b.outpost_building	钻木机供品	制造原材料 + 消耗品 
_15797B7AE9DEC641	driller_thevoid_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_55797B7AE9DEC641	driller_thevoid_kami_u2_150b.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_1579677BE9DEC641	driller_thevoid_kami_u2_200a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_5579677BE9DEC641	driller_thevoid_kami_u2_200b.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_15797B7BE9DEC641	driller_thevoid_kami_u2_250a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_55797B7BE9DEC641	driller_thevoid_kami_u2_250b.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_3A8B85B49A87CD58	driller_thevoid_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_7A8B85B49A87CD58	driller_thevoid_kami_u3_150b.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_3A8B71B59A87CD58	driller_thevoid_kami_u3_200a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_7A8B71B59A87CD58	driller_thevoid_kami_u3_200b.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_3A8B85B59A87CD58	driller_thevoid_kami_u3_250a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_7A8B85B59A87CD58	driller_thevoid_kami_u3_250b.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_5306CADECE5B0FAC	driller_thevoid_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_9306CADECE5B0FAC	driller_thevoid_kami_u4_150b.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_5306B6DFCE5B0FAC	driller_thevoid_kami_u4_200a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_9306B6DFCE5B0FAC	driller_thevoid_kami_u4_200b.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_5306CADFCE5B0FAC	driller_thevoid_kami_u4_250a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_9306CADFCE5B0FAC	driller_thevoid_kami_u4_250b.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_372D8CA413ED86E7	driller_thevoid_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_372D8CA413FD86E7	driller_thevoid_karavan_u1_150b.outpost_building	大钻机供品	制造原材料 + 消耗品 
_772D8CA413ED86E2	driller_thevoid_karavan_u1_200a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_772D8CA413FD86E2	driller_thevoid_karavan_u1_200b.outpost_building	大钻机供品	制造原材料 + 消耗品 
_772D8CA413ED86E7	driller_thevoid_karavan_u1_250a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_772D8CA413FD86E7	driller_thevoid_karavan_u1_250b.outpost_building	大钻机供品	制造原材料 + 消耗品 
_D80D565783F7266F	driller_thevoid_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_D80D56578307266F	driller_thevoid_karavan_u2_150b.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_180D565783F7266A	driller_thevoid_karavan_u2_200a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_180D56578307266A	driller_thevoid_karavan_u2_200b.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_180D565783F7266F	driller_thevoid_karavan_u2_250a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_180D56578307266F	driller_thevoid_karavan_u2_250b.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_2479C2D94A41D2AA	driller_thevoid_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_2479C2D94A51D2AA	driller_thevoid_karavan_u3_150b.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_6479C2D94A41D2A5	driller_thevoid_karavan_u3_200a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_6479C2D94A51D2A5	driller_thevoid_karavan_u3_200b.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_6479C2D94A41D2AA	driller_thevoid_karavan_u3_250a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_6479C2D94A51D2AA	driller_thevoid_karavan_u3_250b.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_AF47B66A1E49C903	driller_thevoid_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_AF47B66A1E59C903	driller_thevoid_karavan_u4_150b.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_EF47B66A1E49C9FE	driller_thevoid_karavan_u4_200a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_EF47B66A1E59C9FE	driller_thevoid_karavan_u4_200b.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_EF47B66A1E49C903	driller_thevoid_karavan_u4_250a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_EF47B66A1E59C903	driller_thevoid_karavan_u4_250b.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_A81A0737A420AE97	driller_upperbog_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_A86A0737A420AE97	driller_upperbog_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_A81A0B37A420AE97	driller_upperbog_kami_u1_200a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_BFB11F34806AC265	driller_upperbog_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_9C4441AE15C24910	driller_upperbog_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品
_BFB12334806AC265	driller_upperbog_kami_u2_200a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_FED504FB27821CF3	driller_upperbog_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_FE2504FB27821CF3	driller_upperbog_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_FED508FB27821CF3	driller_upperbog_kami_u3_200a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_EBE9ADC8778B6D5B	driller_upperbog_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_EB39ADC8778B6D5B	driller_upperbog_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_EBE9B1C8778B6D5B	driller_upperbog_kami_u4_200a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_8C3EC3DEBE6743E4	driller_upperbog_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_8C3EC3DEBE6757E4	driller_upperbog_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_8C3EC3DEBE6743E5	driller_upperbog_karavan_u1_200a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_0B7393A2EFEA6769	driller_upperbog_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_6959AA045BE20DB2	driller_upperbog_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品
_0B7393A2EFEA676A	driller_upperbog_karavan_u2_200a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_BC1C9ABA169C519F	driller_upperbog_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_BC1C9ABA169C659F	driller_upperbog_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_BC1C9ABA169C51A0	driller_upperbog_karavan_u3_200a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_F0F0DC0D2D77B6CD	driller_upperbog_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_F0F0DC0D2D77CACD	driller_upperbog_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_F0F0DC0D2D77B6CE	driller_upperbog_karavan_u4_200a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_C70EF7F25E972BFC	driller_windsofmuse_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_001AD5A719959EE2	driller_windsofmuse_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_4643C7B68F1A4F81	driller_windsofmuse_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_A10A9B5A899F3E6A	driller_windsofmuse_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_F7ECCECDB42C59BB	driller_windsofmuse_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_EE8603DC0F6902AD	driller_windsofmuse_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_2BC01021CDA79EE5	driller_windsofmuse_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_7864F36D24F1E1FE	driller_windsofmuse_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_70528757B1CE74AB	driller_windsofmuse_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_9A582236EC1D2073	driller_windsofmuse_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_E05C27DF52AE3E5E	driller_windsofmuse_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_C5B4629D4D8619E4	driller_windsofmuse_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_A7A6D31A9E1AAAE0	driller_windsofmuse_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_2526B589DDDA397E	driller_windsofmuse_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_7BAECA7329E89E71	driller_windsofmuse_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_4B5B374633BC70BA	driller_windsofmuse_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_274A8C626D2AC980	placeholder_bountybeaches_a.outpost_building	可建造地块	还原为空地
_8120C2FAF16B6046	placeholder_citiesofintuition_a.outpost_building	可建造地块	还原为空地
_1B67A0193668832F	placeholder_couloirbrule_a.outpost_building	可建造地块	还原为空地
_1B67A4193668832F	placeholder_couloirbrule_b.outpost_building	可建造地块	还原为空地
_43563FF2E5492BD3	placeholder_dunesofexil_a.outpost_building	可建造地块	还原为空地
_276B6041AEBADD86	placeholder_enchantedisle_a.outpost_building	可建造地块	还原为空地
_30BB492FF0FF3FBF	placeholder_fleetinggarden_a.outpost_building	可建造地块	还原为空地
_5E87C40BB8884F37	placeholder_frahartowers_a.outpost_building	可建造地块	还原为空地
_F2CB312A75AFA7BF	placeholder_groveconfusion_a.outpost_building	可建造地块	还原为空地
_32CB312A75AFA7BF	placeholder_groveconfusion_b.outpost_building	可建造地块	还原为空地
_E0A6B80FB768432E	placeholder_groveofumbra_a.outpost_building	可建造地块	还原为空地
_EA8A6462EF4ACD9A	placeholder_havenofpurity_a.outpost_building	可建造地块	还原为空地
_5E77B40F34C75F37	placeholder_hiddensource_a.outpost_building	可建造地块	还原为空地
_E93A4C602B3A098A	placeholder_imperialdunes_a.outpost_building	可建造地块	还原为空地
_703B7930F2AF8FC6	placeholder_knollofdissent_a.outpost_building	可建造地块	还原为空地
_B01B092EB85E57CA	placeholder_knotofdementia_a.outpost_building	可建造地块	还原为空地
_320C292EF5EE3FC4	placeholder_lagoonsofloria_a.outpost_building	可建造地块	还原为空地
_720C292EF5EE3FC4	placeholder_lagoonsofloria_b.outpost_building	可建造地块	还原为空地
_058753F1E51903C4	placeholder_libertylake_a.outpost_building	可建造地块	还原为空地
_86663BE4A5890FD3	placeholder_maidengrove_a.outpost_building	可建造地块	还原为空地
_2F6B752EF04F13C6	placeholder_majesticgarden_a.outpost_building	可建造地块	还原为空地
_5EF6802079A7572A	placeholder_oflovakoasis_a.outpost_building	可建造地块	还原为空地
_73786B38884FF7AF	placeholder_thefount_a.outpost_building	可建造地块	还原为空地
_30EB911CF52F3BCB	placeholder_thesavagedunes_a.outpost_building	可建造地块	还原为空地
_202AFBD5F3FF7E84	placeholder_thevoid_a.outpost_building	可建造地块	还原为空地
_202AFBD5F3FF7E85	placeholder_thevoid_b.outpost_building	可建造地块	还原为空地
_2F881F3B480017B0	placeholder_upperbog_a.outpost_building	可建造地块	还原为空地
_45563FF2A5D923E3	placeholder_windsofmuse_a.outpost_building	可建造地块	还原为空地
_3B0E370CEE023CAD	town_hall.outpost_building	前哨站大厅	前哨站的主建筑
