*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
_214B223B8CC4BD55	bsxca01	禁用时间点数 1							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_614B223B8CD4BD55	bsxca02	禁用时间点数 2							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_A14B223B8CE4BD55	bsxca03	禁用时间点数 3							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_E24B223B8CF4BD55	bsxca04	禁用时间点数 4							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_224B223B8C04BD55	bsxca05	禁用时间点数 5							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_624B223B8C14BD55	bsxca06	禁用时间点数 6							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_A24B223B8C24BD55	bsxca07	禁用时间点数 7							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_E34B223B8C34BD55	bsxca08	禁用时间点数 8							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_234B223B8C44BD55	bsxca09	禁用时间点数 9							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30933A95	bsxca10	禁用时间点数 10							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30A33A96	bsxca11	禁用时间点数 11							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30B33A97	bsxca12	禁用时间点数 12							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30C33A98	bsxca13	禁用时间点数 13							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30D33A99	bsxca14	禁用时间点数 14							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30E33A9A	bsxca15	禁用时间点数 15							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30F33A9B	bsxca16	禁用时间点数 16							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30033A9C	bsxca17	禁用时间点数 17							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30133A9D	bsxca18	禁用时间点数 18							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_F59BA2DD30233A9E	bsxca19	禁用时间点数 19							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30933E95	bsxca20	禁用时间点数 20							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30A33E96	bsxca21	禁用时间点数 21							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30B33E97	bsxca22	禁用时间点数 22							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30C33E98	bsxca23	禁用时间点数 23							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30D33E99	bsxca24	禁用时间点数 24							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30E33E9A	bsxca25	禁用时间点数 25							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_359BA2DD30F33E9B	bsxca26	禁用时间点数 26							禁用能力 $SP_RECAST_TIME 秒。	禁用能力 $SP_RECAST_TIME 秒。	
_1254BD38055B5420	big_remove	移除此节							移除此节。	 	
_96C6F2C2FDECE965	bmstmc00005	树液充能 1							为所装备武器充入树液：$MA_RECHARGE 树液。		
_9686FAC2FDECE965	bmstmc00020	树液充能 2							为所装备武器充入树液：$MA_RECHARGE 树液。		
_969606C2FDECE965	bmstmc00050	树液充能 3							为所装备武器充入树液：$MA_RECHARGE 树液。		
_96A6F2C3FDECE965	bmstmc00100	树液充能 4							为所装备武器充入树液：$MA_RECHARGE 树液。		
_96B60AC3FDECE965	bmstmc00160	树液充能 5							为所装备武器充入树液：$MA_RECHARGE 树液。		
_96C6F2C4FDECE965	bmstmc00200	树液充能 6							为武器充入树液：$MA_RECHARGE 树液。		
_96D606C4FDECE965	bmstmc00250	创造水晶 7							创造一个树液水晶：$MA_RECHARGE 树液。		
_CCE53DC6301D7541	bthp01	提升生命值 1							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CCF53DC6301D7941	bthp02	提升生命值 2							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC053DC6301D7D41	bthp03	提升生命值 3							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC153DC6301D8141	bthp04	提升生命值 4							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC253DC6301D8541	bthp05	提升生命值 5							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC353DC6301D8941	bthp06	提升生命值 6							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC453DC6301D8D41	bthp07	提升生命值 7							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC553DC6301D9141	bthp08	提升生命值 8							使你的生命值上限提高 $1SCORE_UPGRADE。		
_CC653DC6301D9541	bthp09	提升生命值 9							使你的生命值上限提高 $1SCORE_UPGRADE。		
_5D89E429D413D40F	bthp10	提升生命值 10							使你的生命值上限提高 $1SCORE_UPGRADE。		
_9D89E429D413D80F	bthp11	提升生命值 11							使你的生命值上限提高 $1SCORE_UPGRADE。		
_DD89E429D413DC0F	bthp12	提升生命值 12							使你的生命值上限提高 $1SCORE_UPGRADE。		
_1D89E429D413E00F	bthp13	提升生命值 13							使你的生命值上限提高 $1SCORE_UPGRADE。		
_5E89E429D413E40F	bthp14	提升生命值 14							使你的生命值上限提高 $1SCORE_UPGRADE。		
_9E89E429D413E80F	bthp15	提升生命值 15							使你的生命值上限提高 $1SCORE_UPGRADE。		
_DE89E429D413EC0F	bthp16	提升生命值 16							使你的生命值上限提高 $1SCORE_UPGRADE。		
_1E89E429D413F00F	bthp17	提升生命值 17							使你的生命值上限提高 $1SCORE_UPGRADE。		
_5F89E429D413F40F	bthp18	提升生命值 18							使你的生命值上限提高 $1SCORE_UPGRADE。		
_9F89E429D413F80F	bthp19	提升生命值 19							使你的生命值上限提高 $1SCORE_UPGRADE。		
_5D99E429D413D410	bthp20	提升生命值 20							使你的生命值上限提高 $1SCORE_UPGRADE。		
_6FD484385AB74042	btsap01	提升树液 1							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385AC74043	btsap02	提升树液 2							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385AD74044	btsap03	提升树液 3							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385AE74045	btsap04	提升树液 4							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385AF74046	btsap05	提升树液 5							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385A074047	btsap06	提升树液 6							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385A174048	btsap07	提升树液 7							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385A274049	btsap08	提升树液 8							使你的树液上限提高 $1SCORE_UPGRADE。		
_6FD484385A37404A	btsap09	提升树液 9							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D993257E7	btsap10	提升树液 10							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99425BE7	btsap11	提升树液 11							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99525FE7	btsap12	提升树液 12							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D996263E7	btsap13	提升树液 13							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D997267E7	btsap14	提升树液 14							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99826BE7	btsap15	提升树液 15							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99926FE7	btsap16	提升树液 16							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99A273E7	btsap17	提升树液 17							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99B277E7	btsap18	提升树液 18							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99C27BE7	btsap19	提升树液 19							使你的树液上限提高 $1SCORE_UPGRADE。		
_7CF23C2D99325BE8	btsap20	提升树液 20							使你的树液上限提高 $1SCORE_UPGRADE。		
_9EC5D2B3A5C140C2	btsta01	提升耐力 1							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2B4A5D140C2	btsta02	提升耐力 2							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2B5A5E140C2	btsta03	提升耐力 3							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2B6A5F140C2	btsta04	提升耐力 4							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2B7A50140C2	btsta05	提升耐力 5							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2B8A51140C2	btsta06	提升耐力 6							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2B9A52140C2	btsta07	提升耐力 7							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2BAA53140C2	btsta08	提升耐力 8							使你的耐力上限提高 $1SCORE_UPGRADE。		
_9EC5D2BBA54140C2	btsta09	提升耐力 9							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180DF08B7861AD6C	btsta10	提升耐力 10							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180DF48B7871AD6C	btsta11	提升耐力 11							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180DF88B7881AD6C	btsta12	提升耐力 12							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180DFC8B7891AD6C	btsta13	提升耐力 13							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180D008B78A1AD6C	btsta14	提升耐力 14							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180D048B78B1AD6C	btsta15	提升耐力 15							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180D088B78C1AD6C	btsta16	提升耐力 16							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180D0C8B78D1AD6C	btsta17	提升耐力 17							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180D108B78E1AD6C	btsta18	提升耐力 18							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180D148B78F1AD6C	btsta19	提升耐力 19							使你的耐力上限提高 $1SCORE_UPGRADE。		
_180DF08C7861B16C	btsta20	提升耐力 20							使你的耐力上限提高 $1SCORE_UPGRADE。		
_F9547284AAEC5F7D	btfoc01	提升专注 1							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AA0C5F7D	btfoc02	提升专注 2							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AA2C5F7D	btfoc03	提升专注 3							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AA4C5F7D	btfoc04	提升专注 4							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AA6C5F7D	btfoc05	提升专注 5							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AA8C5F7D	btfoc06	提升专注 6							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AAAC5F7D	btfoc07	提升专注 7							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AACC5F7D	btfoc08	提升专注 8							使你的专注上限提高 $1SCORE_UPGRADE。		
_F9547284AAEC5F7D	btfoc09	提升专注 9							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A598129BF2EDF	btfoc10	提升专注 10							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A598169CF2EDF	btfoc11	提升专注 11							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A5981A9DF2EDF	btfoc12	提升专注 12							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A5981E9EF2EDF	btfoc13	提升专注 13							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A59812AFF2EDF	btfoc14	提升专注 14							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A59816A0F2EDF	btfoc15	提升专注 15							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A5981AA1F2EDF	btfoc16	提升专注 16							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A5981EA2F2EDF	btfoc17	提升专注 17							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A59812B3F2EDF	btfoc18	提升专注 18							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A59816B4F2EDF	btfoc19	提升专注 19							使你的专注上限提高 $1SCORE_UPGRADE。		
_E02A598129CF32DF	btfoc20	提升专注 20							使你的专注上限提高 $1SCORE_UPGRADE。		
_83A0E753C872E3F8	bmor00008	凝神 1							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E7510872E7F8	bmor00016	凝神 2							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E74B8872EBF8	bmor00030	凝神 3							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E750C972EFF8	bmor00045	凝神 4							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E7504972F3F8	bmor00065	凝神 5							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E74BCA72F7F8	bmor00080	凝神 6							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E74BC882FBF8	bmor00100	凝神 7							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E74B4882FFF8	bmor00120	凝神 8							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_83A0E74BC98203F8	bmor00140	凝神 9							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_52D47298E5433991	bmor00160	凝神 10							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_52D4729866533991	bmor00180	凝神 11							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_52D4729864733991	bmor00200	凝神 12							将你的抗打断技能最多提高 $MA_BREAK_RES。对等级不超过 $1MA_BREAK_RES 的法术效果最佳。		
_85A0E47823CF20B9	bcrmea06	难民匕首							难民匕首的制造图样。		
_F59F1E55B2E43089	bcrmea10	难民剑							难民剑的制造图样。		
_7D732CCB672DFADD	bcrmea15	难民魔法增幅器							难民魔法增幅器的制造图样。		
_A955801CAA18B777	bapa01	传送							传送票。		
_1985C1883B4DE50D	bapa02	断开连接							从游戏中断开连接。		
_DEBE0D1CB83850CF	bptea01	Kami 冠军称号							Kami 冠军称号。		
_0D96196EF49E010F	bptea02	Karavan 冠军称号							Karavan 冠军称号。		
_3E0F08C610738F1E	bsfeb08	火墙							在你周围创造一道火墙，灼伤近身攻击你的敌人。		
_B16D092D0F4CCD36	bsfmi01	火墙能力 1							在 $1SP_FIRE_WALL_AURA 秒内，你周围将出现一道火墙，对任何近身攻击你的敌人造成 $4SP_FIRE_WALL_AURA 点伤害。		
_6646B1B4F2C5C377	bsfeb09	荆棘墙							在你周围创造一道荆棘墙，刺伤近身攻击你的敌人。		
_7EF3632037CDCDD6	bsfmj01	荆棘墙能力 1							在 $1SP_THORN_WALL_AURA 秒内，你周围将出现一道荆棘墙，以 $INFO 系数减缓任何近身敌人的攻击。		
_5ED0ECBF6D7D6A20	bsfeb10	水墙							在你周围创造一道水墙，吸收敌人造成的部分近战伤害。		
_2032565FF5EBD4DA	bsfmk01	水墙能力 1							在 $1SP_WATER_WALL_AURA 秒内，你周围将出现一道水墙，吸收敌人近身造成伤害的 $4SP_WATER_WALL_AURA %。		
_7FCE66D34AB3D2EF	bsfeb11	闪电墙							在你周围创造一道闪电墙，削弱近身攻击你的敌人的攻击技能。		
_832028F4AE9A19EA	bsfml01	闪电墙能力 1							在 $1SP_LIGHTNING_WALL_AURA 秒内，你周围将出现一道电墙，临时降低任何近身敌人的攻击技能等级 $|4SP_LIGHTNING_WALL_AURA。		
_BF7D51643B3CAD49	fire_wall_aura	火墙灵气							你被一道灼伤攻击者的灵气包围。		
_02E1FEB4DB6C1E3F	thorn_wall_aura	荆棘墙灵气							你被一道减缓攻击者攻击的灵气包围。		
_E9B073D38E866E51	water_wall_aura	水墙灵气							你被一道吸收攻击者部分攻击的灵气包围。		
_30F73642252751BC	lightning_wall_aura	闪电墙灵气							你被一道使攻击者失明的灵气包围。		
_5BE899152FB31741	bfmb01	命中速率 +1							提高射速的节。		
_5BE89D152FB31B41	bfmb02	命中速率 +2							提高射速的节。		
_5BE8A1152FB31F41	bfmb03	命中速率 +3							提高射速的节。		
_5BE8A5152FB32341	bfmb04	命中速率 +4							提高射速的节。		
_5BE8A9152FB32741	bfmb05	命中速率 +5							提高射速的节。		
_5BE8AD152FB32B41	bfmb06	命中速率 +6							提高射速的节。		
_5BE8B1152FB32F41	bfmb07	命中速率 +7							提高射速的节。		
_5BE8B5152FB33341	bfmb08	命中速率 +8							提高射速的节。		
_5BE8B9152FB33741	bfmb09	命中速率 +9							提高射速的节。		
_A9FB5E28DB8BCF58	bfmb10	命中速率 +10							提高射速的节。		
_A90B5E28DB8BD358	bfmb11	命中速率 +11							提高射速的节。		
_A91B5E28DB8BD758	bfmb12	命中速率 +12							提高射速的节。		
_A92B5E28DB8BDB58	bfmb13	命中速率 +13							提高射速的节。		
_20325660F5FBD4DA	bsfmk02	水墙能力 2							在 $1SP_WATER_WALL_AURA 秒内，你周围将出现一道水墙，吸收敌人近身造成伤害的 $4SP_WATER_WALL_AURA %。		
_20325661F50BD4DA	bsfmk03	水墙能力 3							在 $1SP_WATER_WALL_AURA 秒内，你周围将出现一道水墙，吸收敌人近身造成伤害的 $4SP_WATER_WALL_AURA %。		
_20325662F51BD4DA	bsfmk04	水墙能力 4							在 $1SP_WATER_WALL_AURA 秒内，你周围将出现一道水墙，吸收敌人近身造成伤害的 $4SP_WATER_WALL_AURA %。		
_20325663F52BD4DA	bsfmk05	水墙能力 5							在 $1SP_WATER_WALL_AURA 秒内，你周围将出现一道水墙，吸收敌人近身造成伤害的 $4SP_WATER_WALL_AURA %。		
_B16D092D4F5CCD36	bsfmi02	火墙能力 2							在 $1SP_FIRE_WALL_AURA 秒内，你周围将出现一道火墙，对任何近身攻击你的敌人造成 $4SP_FIRE_WALL_AURA 点伤害。		
_B16D092D8F6CCD36	bsfmi03	火墙能力 3							在 $1SP_FIRE_WALL_AURA 秒内，你周围将出现一道火墙，对任何近身攻击你的敌人造成 $4SP_FIRE_WALL_AURA 点伤害。		
_B16D092DD07CCD36	bsfmi04	火墙能力 4							在 $1SP_FIRE_WALL_AURA 秒内，你周围将出现一道火墙，对任何近身攻击你的敌人造成 $4SP_FIRE_WALL_AURA 点伤害。		
_B16D092D108CCD36	bsfmi05	火墙能力 5							在 $1SP_FIRE_WALL_AURA 秒内，你周围将出现一道火墙，对任何近身攻击你的敌人造成 $4SP_FIRE_WALL_AURA 点伤害。		
_7EF3632137DDCDD6	bsfmj02	荆棘墙能力 2							在 $1SP_THORN_WALL_AURA 秒内，你周围将出现一道荆棘墙，以 $INFO 系数减缓任何近身敌人的攻击。		
_7EF3632237EDCDD6	bsfmj03	荆棘墙能力 3							在 $1SP_THORN_WALL_AURA 秒内，你周围将出现一道荆棘墙，以 $INFO 系数减缓任何近身敌人的攻击。		
_7EF3632337FDCDD6	bsfmj04	荆棘墙能力 4							在 $1SP_THORN_WALL_AURA 秒内，你周围将出现一道荆棘墙，以 $INFO 系数减缓任何近身敌人的攻击。		
_7EF36324370DCDD6	bsfmj05	荆棘墙能力 5							在 $1SP_THORN_WALL_AURA 秒内，你周围将出现一道荆棘墙，以 $INFO 系数减缓任何近身敌人的攻击。		
_832028F4AEAA19EB	bsfml02	闪电墙能力 2							在 $1SP_LIGHTNING_WALL_AURA 秒内，你周围将出现一道电墙，临时降低任何近身敌人的攻击技能等级 $|4SP_LIGHTNING_WALL_AURA。		
_832028F4AEBA19EC	bsfml03	闪电墙能力 3							在 $1SP_LIGHTNING_WALL_AURA 秒内，你周围将出现一道电墙，临时降低任何近身敌人的攻击技能等级 $|4SP_LIGHTNING_WALL_AURA。		
_832028F4AECA19ED	bsfml04	闪电墙能力 4							在 $1SP_LIGHTNING_WALL_AURA 秒内，你周围将出现一道电墙，临时降低任何近身敌人的攻击技能等级 $|4SP_LIGHTNING_WALL_AURA。		
_832028F4AEDA19EE	bsfml05	闪电墙能力 5							在 $1SP_LIGHTNING_WALL_AURA 秒内，你周围将出现一道电墙，临时降低任何近身敌人的攻击技能等级 $|4SP_LIGHTNING_WALL_AURA。		
_FC60E37FBE2666EA	bccrea02	通用弓式步枪							通用弓式步枪的制造图样。		
_F253ED5348AB6713	bcbmea01_bm2sa	制造图样 / 吠者的长斧							制造图样 / 吠者的长斧。		
_B37DFC5E15550D87	bcbmea02_bm2sa_2	制造图样 / 编缰者的长斧							制造图样 / 编缰者的长斧。		
_65F4172AEEBEAF09	bcbmea03_bm2sa_3	制造图样 / 看守者的长斧							制造图样 / 看守者的长斧。		
_88AB82FD298FE3D9	bcbmea04_bm2pp	制造图样 / Matis 边防卫队的长矛							制造图样 / Matis 边防卫队的长矛。		
_E1E250E1E086372E	bcbmea05_bm2pp_2	制造图样 / Kitin 采集者的长矛							制造图样 / Kitin 采集者的长矛。		
_0C667F20B133E611	bcbmea06_bm2pp_3	制造图样 / 上古树妖的长矛							制造图样 / 上古树妖的长矛。		
_540F0F8FD56D9E29	bcbmea07_bm2bm	制造图样 / 导师的长锤							制造图样 / 导师的长锤。		
_A5B33207C68341DE	bcbmea08_bm2bm_2	制造图样 / 复得者的长锤							制造图样 / 复得者的长锤。		
_740D42F425619D87	bcbmea10_bm2ss	制造图样 / 淤泥塑者的长剑							制造图样 / 淤泥塑者的长剑。		
_FB6F286793B5AB09	bcbmea11_bm2ss_2	制造图样 / 生态战士的长剑							制造图样 / 生态战士的长剑。		
_034B975E2D87DECA	bcbmea13_bm1sa	制造图样 / Leviers 的斧							制造图样 / Leviers 的斧。		
_1D4008D11C16CB0F	bcbmea14_bm1sa_2	制造图样 / 叛离者的斧							制造图样 / 叛离者的斧。		
_3B9545584FB68247	bcbmea15_bm1sa_3	制造图样 / 欺诈者的斧							制造图样 / 欺诈者的斧。		
_127F80210D41490F	bcbmea16_bm1pd	制造图样 / 海盗的匕首							制造图样 / 海盗的匕首。		
_9BD038E1E018C734	bcbmea17_bm1pd_2	制造图样 / 胶质头目的匕首							制造图样 / 胶质头目的匕首。		
_F2873ED463D43618	bcbmea18_bm1pd_3	制造图样 / Cuzans 的匕首							制造图样 / Cuzans 的匕首。		
_C07F7A7D5BB83109	bcbmea19_bm1ps	制造图样 / Hamazans 的矛							制造图样 / Hamazans 的矛。		
_0CB44718AED31AF6	bcbmea20_bm1ps_2	制造图样 / 干旱 Matis 的矛							制造图样 / 干旱 Matis 的矛。		
_CF3438AB38E803CA	bcbmea21_bm1ps_3	制造图样 / 树液奴的矛							制造图样 / 树液奴的矛。		
_D430FDB42B17C8DF	bcbmea22_bm1bm	制造图样 / 神圣树液之矛							制造图样 / 神圣树液之矛。		
_90751954C1B3ACD5	bcbmea23_bm1bm_2	制造图样 / 黑圈之矛							制造图样 / 黑圈之矛。		
_4348B2691B97BD1C	bcbmea24_bm1bm_3	制造图样 / Gibads 之矛							制造图样 / Gibads 之矛。		
_DB628D381E72EB3C	bcbmea09	制造图样 / 永恒之树会团的杖							制造图样 / 永恒之树会团的杖。		
_E60E13861ED58D63	bcbmea09_2	制造图样 / 树液拾穗者的杖							制造图样 / 树液拾穗者的杖。		
_0BD81ED58BB0A91B	bcbmea09_3	制造图样 / 胶质大师的杖							制造图样 / 胶质大师的杖。		
_009F0EB4803DB55F	bcbmea42_bm1ss	制造图样 / 走私者的剑							制造图样 / 走私者的剑。		
_592830FB79314648	bcbmea28_bm1ss_2	制造图样 / 刀耕火种之剑							制造图样 / 刀耕火种之剑。		
_88C72FAED603FA42	bcbmea29_bm1ss_3	制造图样 / 泻湖兄弟之剑							制造图样 / 泻湖兄弟之剑。		
_7C3E55C696FAEA8E	bcbrea01	制造图样 / 夜转者的连发投射器							制造图样 / 夜转者的连发投射器。		
_277A02C90524B335	bcbrea01_2	制造图样 / 沙丘骑手的连发投射器							制造图样 / 沙丘骑手的连发投射器。		
_270A0EE6C2F4772E	bcbrea01_3	制造图样 / 火烙者的连发投射器							制造图样 / 火烙者的连发投射器。		
_9CE87F3E98912C19	bcbrea02	制造图样 / 草莽兄弟会的弓式步枪							制造图样 / 草莽兄弟会的弓式步枪。		
_6B1EC524144C6EB1	bcbrea02_2	制造图样 / 反 Kami 者的弓式步枪							制造图样 / 反 Kami 者的弓式步枪。		
_4682E4D371DC9755	bcbrea02_3	制造图样 / 守护者的弓式步枪							制造图样 / 守护者的弓式步枪。		
_64294F7B3B408E09	bcbrea03	制造图样 / Frahar 猎人的矛							制造图样 / Frahar 猎人的矛。		
_CA5A30F1614EC75B	bcbrea03_2	制造图样 / 法外之徒的矛							制造图样 / 法外之徒的矛。		
_CEB469ED2E9D2EBC	bcbrea04	制造图样 / 首批逃兵的手枪							制造图样 / 首批逃兵的手枪。		
_618F09C55FCA56A8	bcbrea04_2	制造图样 / 暗化树液的手枪							制造图样 / 暗化树液的手枪。		
_5C25FAED5110476D	bcbrea04_3	制造图样 / 奴隶贩子的手枪							制造图样 / 奴隶贩子的手枪。		
_161436F364108EED	bcbrea05	制造图样 / 绿种的弓手枪							制造图样 / 绿种的弓手枪。		
_9163A328875155CD	bcbrea05_2	制造图样 / Chlorogoos 的弓手枪							制造图样 / Chlorogoos 的弓手枪。		
_8FF38B1C07021DC6	bcbrea05_3	制造图样 / 蟑螂帮的弓手枪							制造图样 / 蟑螂帮的弓手枪。		
_8A46A945ACF60D3E	bcbrea06	制造图样 / 暗影疾行者的步枪							制造图样 / 暗影疾行者的步枪。		
_A80614EAA1206098	bcbrea06_2	制造图样 / Kuilde 的步枪							制造图样 / Kuilde 的步枪。		
_DADEE56592D54CFE	bcbrea06_3	制造图样 / 根须采割者的步枪							制造图样 / 根须采割者的步枪。		
_C3334FBEE22AC274	bcbrea19_bsb	制造图样 / 圣像崇拜者的小圆盾							制造图样 / 圣像崇拜者的小圆盾。		
_4E2036ABC13DD842	bcbrea20_bsb_2	制造图样 / 拾滩者的小圆盾							制造图样 / 拾滩者的小圆盾。		
_E4E74FD7297E798D	bcbrea21_bsb_3	制造图样 / 灼烧者的小圆盾							制造图样 / 灼烧者的小圆盾。		
_AE6B7084E15CEA4C	bcbrea22_bss	制造图样 / 破水者的盾牌							制造图样 / 破水者的盾牌。		
_EFEC0A9F56E1721C	bcbrea23_bss_2	制造图样 / 玩火者的盾牌							制造图样 / 玩火者的盾牌。		
